id,conversation_id,tweet_id,text,candidate_intent_hint,risk_hint,difficulty_hint,conversation_length,conversation_context,length_bucket,intent_hints,gold_intent,gold_risk,gold_action,annotation_notes
golden_candidate_0057,apple_060364,316127,@115858 I️ think you guys have been hacked I’ve NEVER had this many issues with a iPhone EVER.... 🤦🏾‍♂️,security_privacy,critical,specific_candidate,2,[customer] @115858 I️ think you guys have been hacked I’ve NEVER had this many issues with a iPhone EVER.... 🤦🏾‍♂️ | [AppleSupport] @191481 We want to help! What iOS version is currently installed on your device?,short_2_or_fewer,['security_privacy'],security_privacy,critical,ESCALATE,Customer expresses security breach fear and claims Apple/device has been hacked.
golden_candidate_0058,apple_083833,509560,@AppleSupport now my photos won’t recover from the back up? This is very poor. Please help.,apple_id_account,high,specific_candidate,4,"[customer] @AppleSupport now my photos won’t recover from the back up? This is very poor. Please help. | [AppleSupport] @235793 Are you using iCloud Photo Library? if so, your photos are not included in the backup because they are already stored on iCloud. More info here: https://t.co/FYFN66PuNk | [customer] @AppleSupport I should be still able to access the photos though? This has been like this for around 1 hour with a fast Wi-fi connection. https://t.co/bU74uRhTAN | [AppleSupport] @235793 Try restarting your iPhone, then checking your photos again. DM us if they do not start to download on their own. https://t.co/GDrqU22YpT",medium_3_to_4,['apple_id_account'],icloud,high,ESCALATE,Photos not syncing or downloading from iCloud backup over Wi-Fi after extended wait.
golden_candidate_0059,apple_029592,1340839,@AppleSupport Updated apps reset device still very glitchy,apple_id_account | software_update,high,likely_multi_intent,6,[customer] @AppleSupport Please get back to your roots and make the iPhone reliable. I’m ready to ditch it! | [AppleSupport] @432741 What kind of issues are you having with your iPhone? We'd love to help out. | [customer] @AppleSupport Stuck in landscape not able to copy and paste apps not loading running ios11.3 | [customer] @AppleSupport Updated apps reset device still very glitchy | [customer] @AppleSupport Sometimes no option to start a new text mess as little icon is gone | [AppleSupport] @432741 Thanks for clarifying. Do these behaviors happen consistently? Or are they intermittent? Let us know via a DM. https://t.co/GDrqU22YpT,long_5_or_more,"['apple_id_account', 'software_update']",device_hardware,high,ESCALATE,"Multiple system and UI glitches (stuck landscape, copy-paste failure, app crashes) persisting after reset."
golden_candidate_0060,apple_023737,1892202,"Can/do @AppleSupport replace a defective battery same day, in the UK, out of warranty, if I visit the Genius Bar?",battery_power | repair_service,high,likely_multi_intent,2,"[customer] Can/do @AppleSupport replace a defective battery same day, in the UK, out of warranty, if I visit the Genius Bar? | [AppleSupport] @115845 That's a great question. So we can provide the best support, select the following link to join us in a DM. https://t.co/GDrqU22YpT",short_2_or_fewer,"['battery_power', 'repair_service']",repair_service,high,ESCALATE,Inquiry regarding same-day out-of-warranty Genius Bar battery replacement turnaround time in UK.
golden_candidate_0061,apple_066259,2424349,@AppleSupport after my iOS updates my battery is not even lasting half the day.....Fix this issue!!!!,battery_power | software_update,medium,likely_multi_intent,2,[customer] @AppleSupport after my iOS updates my battery is not even lasting half the day.....Fix this issue!!!! | [AppleSupport] @696212 We can definitely take a look into this for you. About how long has it been since you installed the last update? Are you using an Apple charger with your iPhone?,short_2_or_fewer,"['battery_power', 'software_update']",battery_power,medium,AUTO_HANDLE,Battery not lasting half a day following update; standard battery triage and charging verification apply.
golden_candidate_0062,apple_084957,550692,@AppleSupport I’ve downloaded the suggested software update and my phone is still restarting sporadically,app_store | software_update,medium,likely_multi_intent,4,"[customer] @115858 my iPhone won’t stop rebooting every 30 seconds! Driving me insane!! | [AppleSupport] @248287 We know that the performance of your device is important and we'll do everything we can to resolve this. To get started, let's update to iOS 11.2 to resolve the restart issue. Here's the link below: https://t.co/osZOKKTalm | [customer] @AppleSupport I’ve downloaded the suggested software update and my phone is still restarting sporadically | [AppleSupport] @248287 We’d like to see how we can help. Can you DM us your current country? https://t.co/GDrqU22YpT",medium_3_to_4,"['app_store', 'software_update']",device_hardware,medium,ESCALATE,Repeated rebooting every 30 seconds persisting despite iOS 11.2 update; hardware/crash investigation needed.
golden_candidate_0063,apple_073540,617264,"@AppleSupport Two days wasted in DM by sharing multiple screen shots, changing settings as per your instructions and you didn’t gave me any solutions on my issue of battery draining on 6s... do accept that its part of your marketing strategy just to promote iPhone8 and X. 
Will shift to S8.",battery_power | device_hardware,medium,likely_multi_intent,5,"[customer] @115858 @AppleSupport What u did after launch of #iPhone8 to the battery of all previous iPhone models? It is draining very fast 😡 | [AppleSupport] @189525 We'd love to help you out. We want to get the battery to last as long as possible. Follow these steps for how to optimize your settings and let us know if that helps: https://t.co/BGb00taxed | [customer] @AppleSupport I have experimented all these tricks before you guide me. Before last updates there was no issue, it was running for full day. Accept that this is part of your marketing plan. Note- there r many facing same problem who have lower than iPhone7 model. | [AppleSupport] @189525 Let's take a closer look. Please send us a DM. https://t.co/GDrqU22YpT | [customer] @AppleSupport Two days wasted in DM by sharing multiple screen shots, changing settings as per your instructions and you didn’t gave me any solutions on my issue of battery draining on 6s... do accept that its part of your marketing strategy just to promote iPhone8 and X. Will shift to S8.",long_5_or_more,"['battery_power', 'device_hardware']",battery_power,medium,ESCALATE,Persistent unresolved battery drain complaint on iPhone 6s after extensive DM troubleshooting.
golden_candidate_0064,apple_074624,613151,@AppleSupport How Do I get this freakin U2 album off my phone???? I can’t even sign in now!,apple_id_account | how_to_information,high,likely_multi_intent,2,[customer] @AppleSupport How Do I get this freakin U2 album off my phone???? I can’t even sign in now! | [AppleSupport] @265801 We'd love to help. Click here to join us in DM and provide us with the details of what's happening: https://t.co/GDrqU22YpT,short_2_or_fewer,"['apple_id_account', 'how_to_information']",apple_id_account,high,ESCALATE,Customer unable to sign in to account while attempting to remove unwanted U2 album.
golden_candidate_0065,apple_077678,889060,@AppleSupport I have bought an iPhone 7 exactly a month ago and my usage is not much as compared to my friends iPhone still I face a lot of problems 1. Battery drains 2. Mobile heating 3. Hangs while using basic app 4. Charge doesnot works sometimes,battery_power | billing_payments,high,likely_multi_intent,4,[customer] @AppleSupport I have bought an iPhone 7 exactly a month ago and my usage is not much as compared to my friends iPhone still I face a lot of problems 1. Battery drains 2. Mobile heating 3. Hangs while using basic app 4. Charge doesnot works sometimes | [AppleSupport] @331072 Let's look into this together. Could you tell us the exact iOS version your iPhone is running? You can find this by going to Settings &gt; General &gt; About | [customer] @AppleSupport 11.1.2 (15B202) | [AppleSupport] @331072 Thanks for that info. DM us the country you're located in &amp; we'll go from there &amp; investigate this further. https://t.co/GDrqU22YpT,medium_3_to_4,"['battery_power', 'billing_payments']",battery_power,high,ESCALATE,"New iPhone 7 exhibiting battery drain, device overheating, freezing, and intermittent charging failure."
golden_candidate_0066,apple_078410,2291566,@AppleSupport I was trying to run the update from the App Store,app_store | software_update,medium,likely_multi_intent,12,[customer] @AppleSupport how do I fix this problem with High Sierra installation https://t.co/JU8uIZioZO | [AppleSupport] @665535 We want to help. Are you trying to update through downloading from the App Store or inside Recovery Mode? | [customer] @AppleSupport I was trying to run the update from the App Store | [customer] @AppleSupport I have now used command option R to get to internet recovery after command option P R failed. | [customer] @AppleSupport Now I am getting this screen. Says the MAC SSD 525 - disk is locked. Won’t let me install https://t.co/dFd5fmfmAT | [customer] @AppleSupport https://t.co/bjI1jWcrx6 | [customer] @AppleSupport How long does it take to search for Time Machine backups. My Mac says it is searching. Has been 15 minutes. | [customer] @AppleSupport Now this: https://t.co/FH3e2ZQ2Zl | [customer] @AppleSupport Help! Where have you gone @AppleSupport ? | [AppleSupport] @665535 Let's take a closer look together. Join us in DM using this link to get started: https://t.co/GDrqU22YpT | [customer] @AppleSupport https://t.co/FX5eH0OzlN | [customer] @AppleSupport I went to messenger @AppleSupport but you aren’t there apparently?,long_5_or_more,"['app_store', 'software_update']",software_update,high,ESCALATE,High Sierra installation failure resulting in locked SSD and failed recovery/Time Machine search.
golden_candidate_0067,apple_056037,2093717,"@AppleSupport hey guys. Even with full bars and WiFi, latest update keeps doing this. Work and home today. Any suggestions? https://t.co/Q7fpq8Bt3U",connectivity | software_update,medium,likely_multi_intent,2,"[customer] @AppleSupport hey guys. Even with full bars and WiFi, latest update keeps doing this. Work and home today. Any suggestions? https://t.co/Q7fpq8Bt3U | [AppleSupport] @618631 We can help. Please DM us. https://t.co/GDrqU22YpT",short_2_or_fewer,"['connectivity', 'software_update']",connectivity,medium,AUTO_HANDLE,Network connection error screen despite full cellular and Wi-Fi signal; connectivity troubleshooting applies.
golden_candidate_0068,apple_002489,6770,"@AppleSupport But, The battery life is very worst in iOS 11. So please get me some update for better battery life.",battery_power | software_update,medium,likely_multi_intent,3,"[AppleSupport] Introducing the new Control Center in iOS 11. Now customizable. Learn more https://t.co/fCNsZCyS3P https://t.co/WiFGzhh3AZ | [customer] @AppleSupport But, The battery life is very worst in iOS 11. So please get me some update for better battery life. | [AppleSupport] @608412 Help is here. Let's talk via DM and check your options to improve battery performance. Please tap here to meet us there: https://t.co/GDrqU22YpT",medium_3_to_4,"['battery_power', 'software_update']",battery_power,medium,AUTO_HANDLE,Customer requesting advice/update for poor battery life on iOS 11; suitable for automated battery guidance.
golden_candidate_0069,apple_059029,2177368,"@AppleSupport Cheers. So I have a pair of Sennheiser Momentum in-ear headphones, and since I updated to iOS 11 on my iPhone 6S - NONE of the remote features work on the Momentums.",device_hardware | software_update,medium,likely_multi_intent,5,"[customer] Hey @42999 and @AppleSupport - any reason as to why none of the controls on my Momentum In-Ear remote suddenly won’t work after upgrading to iOS 11.1 on my iPhone 6S? Not cool! #Sennheiser #iOS11 #iPhone6S | [AppleSupport] @638201 We are happy to help. Let us know more about what seems to be happening there. | [customer] @AppleSupport Cheers. So I have a pair of Sennheiser Momentum in-ear headphones, and since I updated to iOS 11 on my iPhone 6S - NONE of the remote features work on the Momentums. | [AppleSupport] @638201 Thanks for reaching out. We are glad to help you get things sorted out here. Have you been able to reach out to the manufacturer for possible firmware update on your headphones? | [customer] @AppleSupport I did tag @42999 in the original tweet, but no response - so let’s try @630110 and @93222 and see if they can shine any light on the matter...",long_5_or_more,"['device_hardware', 'software_update']",device_hardware,medium,ESCALATE,External third-party headphone inline remote controls non-functional following iOS update.
golden_candidate_0070,apple_081422,2953857,"Dear @AppleSupport, iOS 11 blows. Sincerely, the rest of the world. P.S. My photos from 2015 are now at the bottom of my camera roll. My current photos are scattered above these. Any help?",device_hardware | software_update,medium,likely_multi_intent,2,"[customer] Dear @AppleSupport, iOS 11 blows. Sincerely, the rest of the world. P.S. My photos from 2015 are now at the bottom of my camera roll. My current photos are scattered above these. Any help? | [AppleSupport] @815553 We'd like to see what we can do to assist. Other than photos being in the wrong order, are you experiencing any other issues? Let us know in DM and we'll continue there. https://t.co/GDrqU22YpT",short_2_or_fewer,"['device_hardware', 'software_update']",icloud,medium,AUTO_HANDLE,Photos appearing out of chronological order in camera roll after iOS 11 update; photo sorting guidance applies.
golden_candidate_0071,apple_010022,713379,@AppleSupport I've tried all those steps it still just shows a charging screen,battery_power | billing_payments | device_hardware,high,likely_multi_intent,4,"[customer] my phone died and hasn't turned back on even though I've been charging it for 3 hours @115858 what the fuck is going on | [AppleSupport] @290625 We'd like to help. Let us know if you've tried the steps here: https://t.co/8MvHMFZ83h | [customer] @AppleSupport I've tried all those steps it still just shows a charging screen | [AppleSupport] @290625 Follow up with us in DM, and we'll take a closer look with you. Also, tell us the current region you reside in there. https://t.co/GDrqU22YpT",medium_3_to_4,"['battery_power', 'billing_payments', 'device_hardware']",battery_power,high,ESCALATE,Customer device remains unbootable and stuck on a charging screen despite charging for hours and attempting standard troubleshooting steps; requires individualized hardware/power diagnostics.
golden_candidate_0072,apple_043207,1580475,"@AppleSupport Hey Recently updated to iOS 11.1, it has worsened the battery life of the phone! I can't even go 5-6 without charging it again",battery_power | billing_payments | software_update,high,likely_multi_intent,5,"[customer] @AppleSupport Hey Recently updated to iOS 11.1, it has worsened the battery life of the phone! I can't even go 5-6 without charging it again | [AppleSupport] @486628 We're here to help out. Do you notice this behavior with specific apps or all? Charge with the original power cable? | [customer] @AppleSupport When the phone is idle, the battery drains very fast. Maybe its coz of background running apps, bt it never happened in the previous version | [customer] @AppleSupport And yes I charge with the original power cable at all times | [AppleSupport] @486628 Send us a DM and we'll take a closer look at this with you. https://t.co/GDrqU22YpT",long_5_or_more,"['battery_power', 'billing_payments', 'software_update']",battery_power,high,ESCALATE,"Severe battery drain on idle following an iOS update; customer already verified cable and basic usage, requiring in-depth battery diagnostics."
golden_candidate_0073,apple_064039,2341849,@115858 @AppleSupport since the software update my battery is appalling! Having to charge 2x a day at least... help please 👏🏻,battery_power | billing_payments | software_update,high,likely_multi_intent,2,[customer] @115858 @AppleSupport since the software update my battery is appalling! Having to charge 2x a day at least... help please 👏🏻 | [AppleSupport] @619432 We're here to help with your battery life. About how long does your battery last on a full charge? Let us know in a DM. https://t.co/GDrqU22YpT,short_2_or_fewer,"['battery_power', 'billing_payments', 'software_update']",battery_power,high,ESCALATE,Drastic battery degradation post-software update requiring charging multiple times per day; active assistance requested.
golden_candidate_0074,apple_012118,805631,@115858 kinda feels like my iPhone7+ is losing battery charge a lot faster now. Almost coinciding with new 8’s release. Weird. 🤔,battery_power | billing_payments,high,likely_multi_intent,4,[customer] @115858 kinda feels like my iPhone7+ is losing battery charge a lot faster now. Almost coinciding with new 8’s release. Weird. 🤔 | [AppleSupport] @311972 It's important to us that you get the battery performance you'd expect. How many hours does your iPhone last on a charge? | [customer] @AppleSupport Charged all the way to 100% last night. Somehow already at 68%. No apps opened. | [AppleSupport] @311972 Let's take things to DM from here so we can dig a bit deeper into this. https://t.co/GDrqU22YpT,medium_3_to_4,"['battery_power', 'billing_payments']",battery_power,high,ESCALATE,Unexplained rapid battery drain on standby (100% to 68% with no apps open); requires battery health assessment.
golden_candidate_0075,apple_031471,1934258,@AppleSupport I’m going to have my battery tested at licensed dealer Monday. If it’s not the battery then it’s the iOS. There’s an entire feed on twitter,battery_power | software_update,medium,likely_multi_intent,8,"[customer] #iOS11 Since updating to ios11.0.3 battery dies fast. Here’s usage I get from a full charge: @AppleSupport #cdnpoli https://t.co/NrIfu2bkJe | [AppleSupport] @437569 Thanks for reaching out. We'd like some additional information to assist. Send us a DM and we'll continue. https://t.co/GDrqU22YpT | [customer] @AppleSupport I’ve even through this with you, checking all notifications apps off. It’s not working. | [customer] @AppleSupport I’m going to have my battery tested at licensed dealer Monday. If it’s not the battery then it’s the iOS. There’s an entire feed on twitter | [AppleSupport] @437569 We’d still like to gather a few more details about your iPhone so we can better assist. Please meet us in DM to proceed. https://t.co/GDrqU22YpT | [customer] @AppleSupport You aren’t listening. I’ve waisted my time going thru the exercises do this, do that and nothing works. Who’s paying me for my lost time? | [customer] @AppleSupport Im not alone. https://t.co/x8UK7vhXw8 | [customer] @AppleSupport One last thing...my volume doesn’t work. I can barely hear and alarm on timer or phone ring. Nice update 11.0.3.",long_5_or_more,"['battery_power', 'software_update']",battery_power,high,ESCALATE,Severe battery drain after iOS update is the central complaint despite secondary volume issues; customer is frustrated after standard troubleshooting failed.
golden_candidate_0076,apple_070627,2622781,@AppleSupport I’m trying to install latest iTunes version but it showed like this. Any clue? https://t.co/nBr7BgTFF9,app_store | subscriptions_media,medium,likely_multi_intent,2,"[customer] @AppleSupport I’m trying to install latest iTunes version but it showed like this. Any clue? https://t.co/nBr7BgTFF9 | [AppleSupport] @740976 We're here for you. To start, let's try the steps in this article: https://t.co/UnjgkUaHrZ",short_2_or_fewer,"['app_store', 'subscriptions_media']",software_update,medium,AUTO_HANDLE,Failure while installing or updating iTunes software; standard installation and update troubleshooting documentation can address this error.
golden_candidate_0077,apple_065162,2373255,Rarg. @AppleSupport How do I iOS stop suspending Google photos in the background so that when I go to check my computer everything from the last few days is missing until I open the app again on my iPad.,how_to_information | software_update,medium,likely_multi_intent,4,"[customer] Rarg. @AppleSupport How do I iOS stop suspending Google photos in the background so that when I go to check my computer everything from the last few days is missing until I open the app again on my iPad. | [AppleSupport] @684668 We want to ensure the best support is provided for any issues you're having. If we understand correctly, you're having issues with the Google Photos application on your iPhone and Mac, not syncing content correctly? Let us know in more detail within a DM. https://t.co/GDrqU22YpT | [customer] @AppleSupport Using Google photos on my iPad and checking them on the web view. I have background app refresh turned on but if I don't open G-photos it stops backing up my photos. | [AppleSupport] @684668 Thank you for that clarification. Have you noticed any issues syncing content with other applications such as emails you have setup with Mail or content syncing with iCloud such as contacts, notes or calendar information? Let us know in a DM.",medium_3_to_4,"['how_to_information', 'software_update']",how_to_information,medium,AUTO_HANDLE,How-to inquiry regarding background app refresh behavior and iOS app suspension settings; resolvable with standard configuration guidance.
golden_candidate_0078,apple_028742,1289776,@AppleSupport Everything went good until I pushes the download button. The download just didn’t start. Connection was and is fine,app_store | connectivity,medium,likely_multi_intent,7,"[customer] @AppleSupport tried to download plotagraph via apple store app for free but didn’t succeed. Now I can’t download it anymore. What to do? | [AppleSupport] @421632 Thanks for reaching out! So we can look closer into this, can you let us know which device and software version you're using? | [customer] @AppleSupport Iphone 8 plus 256gb &amp; iOS 11.0.3 | [AppleSupport] @421632 What happens when you try to download the app? | [customer] @AppleSupport Everything went good until I pushes the download button. The download just didn’t start. Connection was and is fine | [customer] @AppleSupport Now when I want to download it again I have to pay 5,49... but is was supposed to be free to download | [AppleSupport] @421632 We'd be happy to look into this with you further. DM us and we'll go from there. https://t.co/GDrqU22YpT",long_5_or_more,"['app_store', 'connectivity']",app_store,medium,ESCALATE,App Store promotion/download failure where an app promoted as free now displays a paid purchase price; requires App Store account/store review.
golden_candidate_0079,apple_084560,542299,Now my #iphonex doesn’t charge when it is turned on. It’s not been a good week for an @115858 user...,battery_power | billing_payments,high,likely_multi_intent,2,[customer] Now my #iphonex doesn’t charge when it is turned on. It’s not been a good week for an @115858 user... | [AppleSupport] @237476 Let's get this figured out. We have some steps you can take here to help with charging. Please DM us the result. https://t.co/uqxquyfdn0 https://t.co/GDrqU22YpT,short_2_or_fewer,"['battery_power', 'billing_payments']",battery_power,high,ESCALATE,Hardware/charging failure where the device will not take a charge while powered on; poses risk of total device inoperability.
golden_candidate_0080,apple_055174,2040637,Downloaded latest IOS updates from @115858 &amp; phone hasn’t worked the same since. Forced to buy a new one. Coincidence? #Classy #Apple #iphone,app_store | software_update,medium,likely_multi_intent,3,"[customer] Downloaded latest IOS updates from @115858 &amp; phone hasn’t worked the same since. Forced to buy a new one. Coincidence? #Classy #Apple #iphone | [AppleSupport] @603376 We're happy to help with any issues you're experiencing to get your iPhone working like you expect. DM us with more details. https://t.co/GDrqU22YpT | [customer] @AppleSupport That’s ok, I already spent 2 hours in an @115858 store, only to have the phone still function poorly. Never a problem for a year and a half... 1 update and phone works like garbage. How much money did Apple make in that last quarter? #joke",medium_3_to_4,"['app_store', 'software_update']",software_update,high,ESCALATE,"Customer reports device rendered unusable following an iOS update, leading to replacement after an unsuccessful in-store service visit."
golden_candidate_0081,apple_076191,110859,"@AppleSupport I want to downgrade back to IOS 10.3.3, I’m already on IOS 11.1.1, it has bad battery and I would like to downgrade back to 10.3.3",battery_power | software_update,medium,likely_multi_intent,5,"[customer] @AppleSupport Is it still possible to install IOS 10.3.3 on iPhone 6s? | [AppleSupport] @140656 You should be able to update your iPhone to the latest version of iOS 11 actually. Find out more online here: https://t.co/80YRnjDFDk DM us if you have any questions. https://t.co/GDrqU22YpT | [customer] @AppleSupport Is IOS 10.3.3 still being signed? | [AppleSupport] @140656 Most devices that can run iOS 10 will work with iOS 11. DM us if you have any other questions on how to update. https://t.co/GDrqU22YpT | [customer] @AppleSupport I want to downgrade back to IOS 10.3.3, I’m already on IOS 11.1.1, it has bad battery and I would like to downgrade back to 10.3.3",long_5_or_more,"['battery_power', 'software_update']",software_update,medium,AUTO_HANDLE,Customer requesting to downgrade iOS version; can be addressed with standard official policy explaining that previous iOS versions are no longer signed.
golden_candidate_0082,apple_085110,553568,@AppleSupport donde está la carga rápida que decís que lleva el iPhone X? Con 11.2 y un cargador Quick Charge 3.0 no solo no es más rápida si no más lenta.,battery_power | billing_payments,high,likely_multi_intent,2,[customer] @AppleSupport donde está la carga rápida que decís que lleva el iPhone X? Con 11.2 y un cargador Quick Charge 3.0 no solo no es más rápida si no más lenta. | [AppleSupport] @249113 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3w3RGR or join https://t.co/OczyRxpjG0,short_2_or_fewer,"['battery_power', 'billing_payments']",battery_power,high,AUTO_HANDLE,Inquiring about fast charging compatibility and USB-PD vs QC specifications; can be handled with standard documentation on fast-charging requirements and language routing.
golden_candidate_0083,apple_069367,2558686,@AppleSupport Version 11.1.1 &amp; my MacBook is updated w/ the most recent High Sierra. I’ve made an appt w/ Genius Bar close 2 me but wanted 2 see if this was happening 2 anyone else.,repair_service | software_update,high,likely_multi_intent,4,[customer] Anyone else with an iPhone 7 Plus dealing with an annoying lag anytime you text or type or open apps...? @AppleSupport | [AppleSupport] @726361 That should not be happening. We'd be happy to help. How long have you been experiencing this situation? Which version of iOS are you using? You can check in Settings &gt; General &gt; About. | [customer] @AppleSupport Version 11.1.1 &amp; my MacBook is updated w/ the most recent High Sierra. I’ve made an appt w/ Genius Bar close 2 me but wanted 2 see if this was happening 2 anyone else. | [AppleSupport] @726361 Let's move over to DM to continue looking into this. https://t.co/GDrqU22YpT,medium_3_to_4,"['repair_service', 'software_update']",device_hardware,high,ESCALATE,Persistent system-wide input and rendering lag affecting essential typing and app responsiveness; customer already scheduled Genius Bar appointment.
golden_candidate_0084,apple_005353,325881,@AppleSupport I have an Iphone 6S. I tried to download the apps with different apple id,app_store | apple_id_account,high,likely_multi_intent,6,"[customer] @115858 Please update ios11 it’s impossible to download apps, why ! | [AppleSupport] @193636 Let's work this out together. What happens when you attempt to download an app? Which version of iOS 11 do you have installed? | [customer] @AppleSupport When I attemp to download an app, the white circle (loading for download the app) turns without stopping ! I have Ios11.0.2. Thank you. | [AppleSupport] @193636 What's your device model? Have you tried any steps so far? | [customer] @AppleSupport I have an Iphone 6S. I tried to download the apps with different apple id | [AppleSupport] @193636 Do you have any issues browsing the internet in Safari? Are you currently connected to Wi-Fi? Please DM us the answers here: https://t.co/GDrqU22YpT",long_5_or_more,"['app_store', 'apple_id_account']",app_store,high,ESCALATE,App Store download failure where loading indicator spins indefinitely across multiple Apple ID accounts; requires escalation for Store/network diagnostics.
golden_candidate_0085,apple_075536,661545,soooo I got my screen fixed but my phone is disabled and won't connect to iTunes and all these Tmobile stores don't know wtf they're doing. Where's @AppleSupport ?,connectivity | device_hardware | subscriptions_media,medium,likely_multi_intent,2,[customer] soooo I got my screen fixed but my phone is disabled and won't connect to iTunes and all these Tmobile stores don't know wtf they're doing. Where's @AppleSupport ? | [AppleSupport] @277629 We're glad to look into this with you. Could you meet us in DM? Let us know which iPhone you carry and which country you are in. https://t.co/GDrqU22YpT,short_2_or_fewer,"['connectivity', 'device_hardware', 'subscriptions_media']",device_hardware,medium,ESCALATE,Customer facing hardware/recovery lockout after physical screen replacement; device is disabled and carrier was unable to assist.
golden_candidate_0086,apple_084746,546641,"This IOS update has killed my phone, my battery life is shocking thanks to it and only lasts a couple of hours from a full charge instead of a whole day @115858 pissed offffffffff... 🤬😩",battery_power | billing_payments | software_update,high,likely_multi_intent,4,"[customer] This IOS update has killed my phone, my battery life is shocking thanks to it and only lasts a couple of hours from a full charge instead of a whole day @115858 pissed offffffffff... 🤬😩 | [AppleSupport] @247117 We'd be happy to look into this with you. Can you tell us which version of iOS you're currently using? | [customer] @AppleSupport Don’t worry I just upgraded my phone early instead and got the X so all is good ✌🏻 | [AppleSupport] @247117 Congratulations on the iPhone X. If you have questions in the future, feel free to reach out to us here. https://t.co/GDrqU22YpT",medium_3_to_4,"['battery_power', 'billing_payments', 'software_update']",battery_power,high,AUTO_HANDLE,Customer experienced severe battery degradation post-update but already resolved the situation by upgrading devices; no open technical intervention required.
golden_candidate_0087,apple_080826,2923599,"@AppleSupport Yes, I’ve made sure the BMW is updated. It has worked fine for 6mo. This problem directly coincides to iOS11. Problem began happening w/my iPhone 7 after updating it. I’ve since changed to iPhone 8 and problem continues to happen. No other Bluetooth devices.",connectivity | software_update,medium,likely_multi_intent,6,"[customer] Dear @AppleSupport, #iOS11 has completely hosed #CarPlay in my BMW. It continually disconnects, reconnects. Extreme lag &amp; freezing on phone &amp; HUD. Locked up phone to point I had to hard reset. It was fine before moving to iOS11. Unpaired/repaired numerous times. #FixIt @115858 🤬 | [AppleSupport] @137402 We understand needing this to work with CarPlay. Have you reached out and ensured all BMW updates are applied? Also, do you have any other 3rd party Bluetooth devices connected? Feel free to DM us. https://t.co/GDrqU22YpT | [customer] @AppleSupport Yes, I’ve made sure the BMW is updated. It has worked fine for 6mo. This problem directly coincides to iOS11. Problem began happening w/my iPhone 7 after updating it. I’ve since changed to iPhone 8 and problem continues to happen. No other Bluetooth devices. | [AppleSupport] @137402 Thank you. Do you have any other Bluetooth devices that we can connect to the iPhone to test? | [customer] @AppleSupport I use my Bose QC35 occasionally. I haven’t had issues of the phone running slow, freezing up, or disconnecting/reconnecting. Seems to specifically when trying to use CarPlay. | [AppleSupport] @137402 Seems this issue only occurs when connecting to your car, we would recommend reaching out to the manufacturer concerning a firmware update. Seems it only started after the update, it is likely a compatibility issue with the device you are connecting to.",long_5_or_more,"['connectivity', 'software_update']",connectivity,medium,ESCALATE,Chronic CarPlay Bluetooth/connectivity dropouts and system freezing across multiple iPhone devices and cars; requires advanced protocol troubleshooting.
golden_candidate_0088,apple_030577,1376782,@440505 nah this phone deadass deleted all my notes and keep logging me out of all my apps. my shit won't even stay logged into the wifi smh so yeah @115858 y'all got me fucked up,apple_id_account | connectivity,high,likely_multi_intent,2,[customer] @440505 nah this phone deadass deleted all my notes and keep logging me out of all my apps. my shit won't even stay logged into the wifi smh so yeah @115858 y'all got me fucked up | [AppleSupport] @440504 We'd like to help find the best solution. DM us what iOS version you're on. https://t.co/GDrqU22YpT,short_2_or_fewer,"['apple_id_account', 'connectivity']",connectivity,high,ESCALATE,"Severe multi-system malfunction involving unstable Wi-Fi connections, credential session loss, and data loss; requires individualized investigation."
golden_candidate_0089,apple_080416,2906780,"@AppleSupport how do I switch off iOS update notification? 
They are enjoying. I decide when I want to update!",how_to_information | software_update,medium,likely_multi_intent,4,"[customer] @AppleSupport how do I switch off iOS update notification? They are enjoying. I decide when I want to update! | [AppleSupport] @804901 That's a great question! The notification is there to remind you that an update is available for your device. You'd need to install the update to remove the notification. DM us if you have any additional questions: https://t.co/GDrqU22YpT | [customer] @AppleSupport This is not a solution. You force users to update. But I don't want to update. iOS don't need to remind me all the time, that updates are available. I want to go manually check for updates. This is not user friendly. | [AppleSupport] @804901 We understand your concern on this topic. We have a feedback link for you. This will allow you to request features and leave product feedback: https://t.co/eTPVYVFyd8",medium_3_to_4,"['how_to_information', 'software_update']",software_update,medium,AUTO_HANDLE,Request to disable persistent iOS system update prompts; can be addressed with standard information regarding OS update notifications and feedback channels.
